IntroductionID:ID,Introduction,:LABEL
intro_0767,"Michael Kors is a world-renowned, award-winning designer of luxury accessories and ready-to-wear. His namesake company, established in 1981, currently produces a range of products under his signature Michael Kors Collection and MICHAEL Michael Kors labels. For accessories, footwear, watches, jewelry, and women’s ready-to-wear, eyewear and fragrance, shop at Michael Kors Sydney International Airport located at 747 Airport Drive.",Introduction
intro_0768,Find the best range of sneakers and apparel!,Introduction
intro_0769,"At Sunglass Hut Burwood, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Westfield Burwood offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sunglass Hut a",Introduction
intro_0770,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home. Our objective has always been to formulate products of the finest quality; we investigate widely to source plant-based and laboratory-made ingredients from reputable suppliers across the globe, and use only those with a p",Introduction
intro_0771,Find the best range of sneakers and apparel!,Introduction
intro_0772,Find the best range of sneakers and apparel!,Introduction
intro_0773,"Salvatore Ferragamo embodies a combination of the longstanding, expert craftsmanship and creative tradition typical of Made in Italy goods. These are the factors of excellence that support the brand, and which have, over the years, evolved in line with its origins. Quality, contemporary elegance and innovation are the hallmarks of each Salvatore Ferragamo product and, together with a tradition of fine craftsmanship, create the value and authenticity for which the brand is uni",Introduction
intro_0774,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home. Our objective has always been to formulate products of the finest quality; we investigate widely to source plant-based and laboratory-made ingredients from reputable suppliers across the globe, and use only those with a p",Introduction
intro_0775,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0776,"At Sunglass Hut Narellan, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at K21, Level 1, Narellan Town Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can f",Introduction
intro_0777,"At Sunglass Hut Sydney Qantas Domestic Airport, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at T3 Sydney Qantas Domestic Airport, offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyew",Introduction
intro_0778,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0779,Find the best range of sneakers and apparel!,Introduction
intro_0780,"At Sunglass Hut Myer Castle Hill, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Myer, Castle Towers Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company.",Introduction
intro_0781,"At Specsavers Optometrists - Sydney Chifley Square, we bring you high standards of service and expertise in eye health. Our store is locally owned by an optometrist whose priority is to provide best in class service. Book your eye test today in our Sydney, NSW store or visit us and view our range of top quality glasses and contact lenses.",Introduction
intro_0782,Find the best range of sneakers and apparel!,Introduction
intro_0783,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home. Our objective has always been to formulate products of the finest quality; we investigate widely to source plant-based and laboratory-made ingredients from reputable suppliers across the globe, and use only those with a p",Introduction
intro_0784,Find the best range of sneakers and apparel!,Introduction
intro_0785,"Salvatore Ferragamo embodies a combination of the longstanding, expert craftsmanship and creative tradition typical of Made in Italy goods. These are the factors of excellence that support the brand, and which have, over the years, evolved in line with its origins. Quality, contemporary elegance and innovation are the hallmarks of each Salvatore Ferragamo product and, together with a tradition of fine craftsmanship, create the value and authenticity for which the brand is uni",Introduction
intro_0786,"At Sunglass Hut Mascot, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at 2T-300, Level 2, Domestic Terminal, Sydney T2 Airport offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear c",Introduction
intro_0787,"At Specsavers Optometrists - Sydney Chifley Square, we bring you high standards of service and expertise in eye health. Our store is locally owned by an optometrist whose priority is to provide best in class service. Book your eye test today in our Sydney, NSW store or visit us and view our range of top quality glasses and contact lenses.",Introduction
intro_0788,Find the best range of sneakers and apparel!,Introduction
intro_0789,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0790,"At Sunglass Hut Wetherill Park, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Shop W48, Ground Floor, Stockland Mall Wetherill Park offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest e",Introduction
intro_0791,该店主要经营澳洲土特产，包括驼羊、羊毛制品，化妆品，澳宝珠宝及旅游纪念品等。,Introduction
intro_0792,"At Sunglass Hut Myer Liverpool, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Westfield Liverpool offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sungl",Introduction
intro_0793,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0794,Find the best range of sneakers and apparel!,Introduction
intro_0795,维多利亚女皇市场是南半球最大规模的露天市场，市场分为水果蔬菜区、熟食区、肉类海鲜区、杂货区，被称为墨尔本市民的菜篮子。来这里除了淘货外，也可以融入下当地人的生活。市场周围的街道有不少快餐厅和餐车，出售特色的小吃，小广场上经常有街头表演或乐队演出，十分热闹。,Introduction
intro_0796,作为全澳洲最大的购物中心，它为墨尔本这个全国最棒的城市增添不少光彩。光免费的停车位就有近万个，硕大的主建筑里面囊括了各种时尚、运动、奢侈品牌，还有宠物店、糖果店、电影院以及数家大型超市，城市中最大的Myer和David Jone也在这里。,Introduction
intro_0797,墨尔本中心的底层设有横跨2个街廓的大型商场，共有200多家商店，以及超大型的大丸(Dai Maru)百货公司，近年来已扩张为墨尔本最大的零售业者集散地。除了圆锥玻璃顶外，商场的另一项特色，就是拥有一座重达2000公斤的全世界最大吊钟，每个整点的时候，会从钟的里面垂下美丽的坠饰，上面有小孩和鹦鹉，并演奏一首澳洲民歌，历时4分钟。,Introduction
intro_0798,皇家拱廊位于澳大利亚墨尔本市市中心，是世界上著名的现存拱廊建筑之一，也是墨尔本中央商务区的一个传统拱廊购物商场，属于历史遗产建筑。这条拱廊中有一条不太长比较狭窄的室内街道，连接了Little Collins街和Bourke街，并且在西面连接伊莉莎白大街，因此这个室内街道呈T字形。墨尔本的“黄金地段”传统步行街贯穿了整个拱廊。连同墨尔本的其它拱廊、街区拱廊和墨尔本的小巷，成为城市的一个旅游图标。皇家拱廊的最初的设计特点是有一个高高的玻璃屋顶和橱窗商店。在拱廊的南端，设有神话人物Gog和Magog（在英格兰传说中，他们是守卫伦敦的巨人）的雕像，还有一个每小时报时的时钟。在2002-2004年间拱廊的顶部经过重新装修，让天光照射进内部的街道，使得皇家拱廊更加吸引人们的眼球。如今皇家拱廊内的自然光线非常好，通道两边是店铺，皇家拱廊里的小店都非常有特色，稀奇古怪，卖什么的都有。皇家拱廊不但以其时尚店著名，还有些比较特殊的店铺，你可以找到在当地小有名气的Spellbox占卜店，里面卖着一些与西方玄学有关的饰品，还可以预约占卜师帮你算星盘和塔罗牌。为维多利亚时,Introduction
intro_0799,QV是为了纪念墨尔本最受欢迎的街巷而建，这里汇集着许多时装零售店和美食店，包括Mad Mex和Grill’d汉堡店等，QV经常被形容为城中城，露天的巷道蜿蜒穿过专用区直达时尚广场的中心，覆盖了Swanston、Rusell、Lonsdale和Little Lonsdale之间的街道，这里成为墨尔本最受年轻人喜爱的时尚之地，大大的增添了墨尔本的购物风貌。,Introduction
intro_0800,布洛克拱廊始建于1891年，是到目前为止保存比较完好的一条购物长廊，历史和时尚的感觉汇集一身，穿梭其间有一种很奇妙的体验。布洛克拱廊作为墨尔本最顶级的购物商场，云集了全市多数时尚、珠宝礼品、皮具、手工玩具、鞋类及化妆品专卖店，让每一个热爱购物的人流连忘返。拱廊的设计灵感来源于意大利米兰的Vittorio长廊，马赛克瓷砖地面配以大理石圆柱，两侧均安装了维多利亚时的窗棂，即便是顶墙的泥瓦活也相当细致，在逛街之余，这座精致、典雅的拱廊式建筑本身也值得细细品味，这个有着100多年历史的建筑，目前已被列为受澳大利亚国民信托保护的文物建筑。,Introduction
intro_0801,伯克街是市中心一条东西向主街，这里有两大购物中心Myer和David Jones、众多精品店、购物拱廊和邮政总局GPO购物中心，很多街头艺人在这表演，是非常热闹的一条购物街。,Introduction
intro_0802,GPO为1867年建造的维多利亚建筑，带着法式风格，位于伯克大街上，原是墨尔本的邮政总局，在一次火灾后，2004年改造成为商场，这里有相当多的澳大利亚和墨尔本本土设计师的一线服饰品牌，也有国际大牌时装店。商场大量采用玻璃修饰和自然光，现在商场里被澳大利亚的第一家H&M旗舰店占据了大部分空间，商场里还有几家西服定制的商店和珠宝商店，以及几家餐厅和咖啡馆。 ,Introduction
intro_0803,Myer Melbourne就在David Jones旁边不远处，也是属于差不多档次的百货公司，但更大、品牌商品更多更全。如果想要买澳洲本地的时装品牌的话，可以来这里逛逛，地下室有100多个适合年轻人的潮流品牌。,Introduction
intro_0804,联邦广场是被国内外游客持续评为两大顶级景点之一，同时也是墨尔本市及当地人民的全新市政和文化中心。它是一个连通社区、分享文化和表现特色的理想之所，展示了墨尔本和维多利亚州的生活风貌。这里拥有多家风味独特并可满足不同消费层次的美食，你永远不用担心喝不到咖啡，广场内咖啡馆遍地都是，且味道纯正。也是购买纪念品的好地方，从玻璃艺术店到澳洲纪念品，书籍和玩具，联邦广场拥有一系列独特的礼品店，可以为你的家人和朋友买点伴手礼。,Introduction
intro_0805,District Docklands推出所有你喜爱的品牌，包括H＆M，Cotton On，General Pants，Miniso，Kathmandu和其他现有零售商现在在墨尔本的一个新村庄开业。并将于2019年与Woolworths一起推出新鲜食品市场。这里连接墨尔本最具标志性的景点，包括奥布莱恩集团滑冰竞技场，墨尔本之星观景轮等。,Introduction
intro_0806,JR/Duty Free坐落于墨尔本中央商务区，毗邻繁华的Bourke Street购物商圈，多年来一直为全球顾客提供最优质的服务与商品。消费者可以在这里选购来自世界各地的国际名品，包括酒类、香氛、护肤品、墨镜、糕点糖果、名表、包袋等等。同时，JR/Duty Free为电子爱好者备有互动体验区，耐心体贴的导购们在这里恭候您的光临，相信在这里，您会体验到最舒适的购物享受。,Introduction
intro_0807,普拉兰集市是墨尔本本地人公认生鲜蔬果品质最佳的一个传统市集，很多较为独特的香料和食材都可以在此找到。,Introduction
intro_0808,"足以媲美Chadstone的墨尔本的另一个时尚之都，美食广场有着全墨尔本最好的风景和非常大的食物选择空间，从健康的小吃、饺子、冰淇淋到麦当劳，应有尽有。这里拥有Apple, Nespresso, Myer, David Jones, Mecca Maxima等牌子，还有一个有钢琴师的香槟酒吧。对于生活在东北部和外东部的人来说，这里比Chadstone要近得多。",Introduction
intro_0809,皇冠逍遥之都是位于墨尔本南岸的综合娱乐中心，包括多家餐厅、酒吧和剧场，名品购物长廊中多是国际知名品牌的店铺，包括Louis Vuitton、Bvlgari、Prada、Burberry、Omega等。,Introduction
intro_0810,周日会举办海边艺术假日市集，各种独家手工制作的艺术商品琳琅满目，如银饰、陶器、香薰、手袋等应有尽有，摊主兼设计师、制作者和卖家于一身，现场还能看到他们亲手制作。,Introduction
intro_0811,三同免税店是澳洲一家具有20年历史专门经营澳洲本地名牌以及土特产的免税店。该店出售的产品大小种类有超过500种，是悉尼当地居民和华侨购买回国免税礼品的首选专门店之一。该店还为客人提供退税，打包，送货，快递等专业服务。,Introduction
intro_0812,墨尔本有三家DFO（Direct Factory Oulet-直营工厂折扣店），对于游客来说最方便的是南岸的DFO，这里大的牌子有Burberry、Armani和CK等，中档的牌子有Tommy Hilfiger、Guess、Nine West等，还有很多澳洲本地的品牌，很多店家的商品都只卖AUD5或者AUD10，仔细逛的话能找到不少性价比很高的商品。,Introduction
intro_0813,Emporium Melbourne于2014年开业，是墨尔本市中心最大最新的购物中心之一，并连通其他三家墨尔本著名购物中心：Melbourne Central、Myer和David Jones。商场共5层，设有超过二百家精品店铺，澳大利亚第一家优衣库也位于这里。,Introduction
intro_0814,南墨尔本市场（South Melbourne Market）在亚拉河的南岸，这个市场自1867年经营至今，有133家店铺售卖包括新鲜食物、水果、蔬菜、日用品、衣服鞋帽首饰、书籍、手工艺品等等各种各样的商品，市场里也有供应咖啡、糕点、外卖食物和酒类的商店。,Introduction
intro_0815,"Woolworths 是澳洲最大的连锁超市，持有自创品牌""Homebrand""，提供非常优质且安全的产品，是来woolworths不得不买的一个品牌。可以在这个超市购买你所需要的一切生活用品，东西非常齐全，价格也很实惠，每天会有不同的商品优惠活动，还可以自助结账，省去排队的麻烦。",Introduction
intro_0816,莱贡街位于卡尔顿区，是一条充满意大利风情的文化街区。每年10月，这里举办的莱贡街节都会吸引成千上万的人来到户外举行盛大派对。自上世纪50年代至今，莱贡街就是生活在墨尔本的意大利人的聚居中心，而意大利文化对这里的影响也表现在方方面面，被当地人赋予小意大利的美誉。搭乘有轨电车，游客可以方便地从城市的任何一个角落到达莱贡街。1950年，正是莱贡街的一家意大利店引进了意式浓缩咖啡机，也使莱贡街成为墨尔本咖啡文化的发源地。,Introduction
intro_0817,科林斯街位于墨尔本市中心，两旁高楼林立，是欧洲一线大牌的聚集地，汇集了爱马仕、LV、GUCCI等世界名牌，精致的橱窗、时尚的氛围让这里成为墨尔本最有名的奢侈品一条街。,Introduction
intro_0818,自从1885年中国漂洋来开业，经历家族4代的经营，皇家雪兰莪已成为全球知名的锡邋精品制造商。产品远销30多个国家和地区，产品荣获国际无数大奖，为全球知名企业和国际体育赛事提供和设计产品。例如国际F1方程式车赛，上海劳力士大师赛，等等。 也赢取了国际红点等设计大赛。在全球高档的商场都有销售。还有企下的Comyns品牌，拥有超过350年的历史。,Introduction
intro_0819,这里汇聚了不少运动品牌的折扣店如Nike、Adidas，还有鞋履、内衣、服装等折扣店，包括一些家居品牌。,Introduction
intro_0820,澳洲第二大的超级市场，是购买时鲜的最佳商场之选，蔬菜水果及肉类的选择都很多，且十分新鲜，特别是当你看到有当周档期的特价品时，千万不要错过。店里有说中文的店员，因此购买体验很方便，结账通常选择自助式，方便快捷。,Introduction
intro_0821,Bridge Road上有不少零售商的工厂店售卖过季清仓的商品，这里还有不少设计品牌包括Anthea Crawford、Zu、Witchery、Table Eight、Sportsgirl、Review 和Portmans等等。,Introduction
intro_0822,丹麦珠宝品牌潘多拉因打造妩媚精致的珠宝而风靡全球，遍布全球100多个国家。这间位于墨尔本的Emporium商场内，虽然店面不大，但是款式很全，经常有的爆款补货也很迅速，价格比国内便宜很多，有中国店员可以咨询。,Introduction
intro_0823,Chemist Warehouse是澳大利亚较大的连锁药店，这家是位于南岸的分店。在这里能买到各种药品、护肤品、婴儿食品等。,Introduction
intro_0824,My Chemist是澳洲的大型化妆品连锁店之一，在墨尔本随处可见，是中国游客来澳洲必逛的商店，想买的大部分护肤品都能在这里找到。,Introduction
intro_0825,1978年，UGG®起源于美国南加州海岸，并以其优质的选材在全球建立了舒适的品牌美誉度。最初通过由好莱坞明星、时尚编辑穿着而走红美国，进而获得全世界认可。作为全球最受欢迎的时尚品牌，UGG®拥有鞋履、服饰、配饰和家居用品产品，从最精致的制作工艺到最杰出的质量始终秉持毫不妥协的态度。UGG®在世界各地拥有超过133多家概念店和零售店，主要市场包括纽约，旧金山，洛杉矶，巴黎，伦敦，东京，上海和北京。,Introduction
intro_0826,店内摆放的都是世界名牌香水，电子产品还有受欢迎的香烟和酒，这里的烟酒的价钱是市面价格的60%左右。,Introduction
intro_0827,"墨尔本西边最好的购物中心，在2013年豪华翻修后引入了Zara和Topshop等国际品牌，同时购物中心内还有大量的澳洲本土时尚品牌，如Sass & Bide, Gorman和Alannah Hill等。并且新开了一家规模很大的David Jones，同时翻新了Myer店铺。许多妈妈选择在Highpoint购物的原因在于这里的母婴室，里面有游乐区、私人的哺乳空间、高脚椅甚至电视，妈妈们可以更加轻松愉快的换尿片或是进行哺乳。",Introduction
intro_0828,Bose由Amar G.Bose教授于1964年成立。半个多世纪以来，公司以其发展与客户利益相关的新技术为原则而不断前进。Bose的创新发明，追求卓越，并致力于非凡的客户体验，在世界各地的Bose店中都体现着这样的精神。,Introduction
intro_0829,Lorna Jane是来自澳洲的女性运动品牌，品牌创办人Lorna Jane Clarkson年轻时因为喜欢运动曾经担任过健身房教练，后来创立自己的品牌，设计针对女性运动的穿着。Lorna Jane以创新研发材质与时尚款式设计，运动内衣系列以完美包覆性，展现绝佳的支撑度与稳定性，独特剪裁衬托漂亮胸型。瑜珈裤系列以高磅数科技材质与精密剪裁，提臀且修饰腿型，紧密包覆与高弹力，更加提升运动表现。,Introduction
intro_0830,成立超过30年，莫纳德是澳洲规模最大品牌最多的的欧洲高级钟表珠宝销售商。我们的理念是专注瑞士制表。,Introduction
intro_0831,澳洲品牌Lorna Jane为具有26年历史的女性运动服，品牌创办人Lorna Jane Clarkson 出身在澳洲布里斯本，一直热爱健身、瑜珈。养生的她，在年轻时因为喜欢运动曾经担任过健身房教练，后来创立自己的品牌，成立公司设计针对女性运动的穿着。目前Lorna Jane在全球有200家分店，以创新研发材质与时尚款式设计，提供女性舒适度与流行感兼具的穿着体验。运动内衣系列以完美包覆性，展现绝佳的支撑度与稳定性，特殊剪裁衬托漂亮胸型。瑜珈裤系列以高磅数科技材质与精密剪裁，提臀且修饰腿型，紧密包覆与高弹力，更加提升运动表现。,Introduction
intro_0832,EASTLAND位于墨尔本外东区的Ringwood，就在Ringwood火车站对面，购物中心中几乎有你所需要的一切，汇集了当代美食，时尚服饰，HM在这里开了墨尔本的第二家店，人气很旺。并且即使在高峰时段，也仍然可以很容易的找到停车位。,Introduction
intro_0833,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0834,"Michael Kors is a world-renowned, award-winning designer of luxury accessories and ready-to-wear. His namesake company, established in 1981, currently produces a range of products under his signature Michael Kors Collection and MICHAEL Michael Kors labels. For accessories, footwear, watches, jewelry, and women’s ready-to-wear, eyewear and fragrance, shop at Michael Kors South Wharf DFO located at 20 Convention Centre Place.",Introduction
intro_0835,"Good meat comes from Butchers who source and select their meat carefully and here at Online Butchers Melbourne, that's exactly what we do. We buy only from trusted suppliers and demand only the best quality. From Farm to You at Affordable Prices. Because we're meat wholesalers with a large existing customer base, our product turnaround times from delivery to sale are fast. This means your meat is guaranteed to be the freshest available. In addition, or bulk meat buying c",Introduction
intro_0836,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0837,David Jones是在伯克大街上的老牌澳洲连锁百货公司，占据了两栋大楼，是传统百货公司的格局，各种常见品牌的男女装、鞋子、包袋、化妆品、食品、电器等都有出售，打折的时候在这里买东西还是很划算的，地下一层的食品柜台里各种本地和进口的食物，口味非常棒，不过价格要比超市贵。,Introduction
intro_0838,Burberry为世界十大环球奢侈品品牌之一，凭借高品质外衣成为时尚典范，当中又以品牌的经典干湿褛独占鳌头，在国际间闻名遐迩。品牌始创于1856年，全部服饰及配饰精品系列均传承品牌逾154年的宗旨，揉合优良品质、创新、时尚及不拘一格的经典形象，完美无瑕的工艺及剪裁，设计既具有实用功能又饶富独特的英国情怀。,Introduction
intro_0839,在这里你可以了解到关于蛋白石的一切，从一开始的人挖掘洞，找到蛋白石，蛋白石是如何形，带到墨尔本，全部都有介绍。店主Nick会显示如何磨碎猫眼石，购物体验很好。,Introduction
intro_0840,位于Docland的品牌直销中心，有很多优惠折扣，还有很多酒吧和餐馆。具体可查看他们的官方网站。,Introduction
intro_0841,坐落在墨尔本唐人街附近，主理人老爷爷John是CBD里远近闻名皮制手工加工商，从机车党到朋克，凡是热爱真皮的年轻人都是这里常客，这里有一种淘宝贝的乐趣。John与姜导的大照放在正中间，每次有中国客人到访他总是侃侃而谈那段相识，这里也经常有西澳过来的猎人带着打来的鳄鱼皮，要求定制设计加工皮包，John对于皮制品的上色工艺可以说一绝，所以时尚的北欧色双肩文艺书包可以说是很多来澳洲留学年轻人的心头好。,Introduction
intro_0842,"At Sunglass Hut Watergardens, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Watergardens Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can fin",Introduction
intro_0843,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0844,"At Sunglass Hut South Wharf, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Tenancy B012, Basement offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sungl",Introduction
intro_0845,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0846,"At Sunglass Hut Myer Highpoint, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Highpoint Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find",Introduction
intro_0847,"At Sunglass Hut Myer Northland, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Northland Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find",Introduction
intro_0848,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0849,"Baby and Toddler Town has a large range of baby and toddler products at competitive prices. From Prams and Strollers to Baby Furniture and Baby Car Seats. Top brands like Steelcraft, Baby Monsters, Boori, Britax Safe n Sound and more.",Introduction
intro_0850,"At Sunglass Hut Northland, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Northland Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sung",Introduction
intro_0851,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home. Our objective has always been to formulate products of the finest quality; we investigate widely to source plant-based and laboratory-made ingredients from reputable suppliers across the globe, and use only those with a p",Introduction
intro_0852,"At Sunglass Hut Cheltenham, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at G-134, DFO Moorabbin offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sunglass",Introduction
intro_0853,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0854,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home. Our objective has always been to formulate products of the finest quality; we investigate widely to source plant-based and laboratory-made ingredients from reputable suppliers across the globe, and use only those with a p",Introduction
intro_0855,"At Sunglass Hut Cheltenham, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at G-134, DFO Moorabbin offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sunglass",Introduction
intro_0856,"At Sunglass Hut Chadstone Lower Ground our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Chadstone Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You c",Introduction
intro_0857,"Denim innovators offering jeans, casualwear, shoes and accessories reworked for the demands of modern life.",Introduction
intro_0858,"Founded in Vancouver BC in 1998, the first lululemon shared its retail space with a yoga studio. We've been growing ever since, and our technical yoga and run clothes are now available in countries all over the world. We want to elevate the world from mediocrity to greatness. Our Mission Statement is to create components for people to live longer, healthier, fun lives. We make technical athletic apparel for yoga, dancing, and most other sweaty pursuits. All lululemon location",Introduction
intro_0859,Find the best range of sneakers and apparel!,Introduction
intro_0860,"MADE Retail Systems is an Australian owned manufacturer and distributer of Retail Fixtures, Mannequins and Visual Merchandising Accessories. We are dedicated to providing quality retailing and commercial solutions, achieved through local manufacture and overseas sourcing. Priding ourselves with decades of experience and professionalism, with an acknowledged reputation through our diverse client base which includes, Designers, Architects, Shopfitters and Retailers. Combined wi",Introduction
intro_0861,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0862,"At Sunglass Hut Frankston, our mission is to be the premier shopping and inspiration destination for high quality fashion and performance sunglasses. Sunglass Hut located at Bayside Shopping Centre offers the top brands, latest trends and exclusive styles. Starting out in 1971 as a small kiosk in Miami, Sunglass Hut is now the leading international retailor of sunglasses and is part of the Italian-based Luxottica Group, the world’s largest eyewear company. You can find Sungla",Introduction
intro_0863,Find the best range of sneakers and apparel!,Introduction
intro_0864,"JD is acknowledged as the leading specialist multiple retailer of fashionable branded and own brand sports and casual wear, combining globally recognised brands such as Nike, adidas and The North Face with strong own brand labels such as Pink Soda, Supply & Demand and The Duffer of St George.",Introduction
intro_0865,"Founded in Vancouver BC in 1998, the first lululemon shared its retail space with a yoga studio. We've been growing ever since, and our technical yoga and run clothes are now available in countries all over the world. We want to elevate the world from mediocrity to greatness. Our Mission Statement is to create components for people to live longer, healthier, fun lives. We make technical athletic apparel for yoga, dancing, and most other sweaty pursuits. All lululemon location",Introduction
intro_0866,韩妆产品齐全，导购小姐大部分是留学澳洲的漂亮韩国小姐姐，购买然后退税的话价格相比在国内买还是有点优势的。,Introduction
